user_id,gender,age_id,occupation_id,cp,occupation,age_range
2060,M,1,1,48304,academic/educator,Under 18
2060,M,1,1,48304,academic/educator,Under 18
2060,M,1,1,48304,academic/educator,Under 18
2853,M,1,1,444555,academic/educator,Under 18
2853,M,1,1,444555,academic/educator,Under 18
2853,M,1,1,444555,academic/educator,Under 18
3087,F,1,1,90802,academic/educator,Under 18
3087,F,1,1,90802,academic/educator,Under 18
3087,F,1,1,90802,academic/educator,Under 18
1815,M,1,1,30707,academic/educator,Under 18
1815,M,1,1,30707,academic/educator,Under 18
1815,M,1,1,30707,academic/educator,Under 18
2060,M,1,1,48304,academic/educator,Under 18
2060,M,1,1,48304,academic/educator,Under 18
2060,M,1,1,48304,academic/educator,Under 18
2853,M,1,1,444555,academic/educator,Under 18
2853,M,1,1,444555,academic/educator,Under 18
2853,M,1,1,444555,academic/educator,Under 18
3087,F,1,1,90802,academic/educator,Under 18
3087,F,1,1,90802,academic/educator,Under 18
3087,F,1,1,90802,academic/educator,Under 18
1815,M,1,1,30707,academic/educator,Under 18
1815,M,1,1,30707,academic/educator,Under 18
1815,M,1,1,30707,academic/educator,Under 18
2060,M,1,1,48304,academic/educator,Under 18
2060,M,1,1,48304,academic/educator,Under 18
2060,M,1,1,48304,academic/educator,Under 18
2853,M,1,1,444555,academic/educator,Under 18
2853,M,1,1,444555,academic/educator,Under 18
2853,M,1,1,444555,academic/educator,Under 18
3087,F,1,1,90802,academic/educator,Under 18
3087,F,1,1,90802,academic/educator,Under 18
3087,F,1,1,90802,academic/educator,Under 18
4478,M,1,12,02138,programmer,Under 18
4478,M,1,12,02138,programmer,Under 18
4478,M,1,12,02138,programmer,Under 18
4478,M,1,12,02138,programmer,Under 18
4478,M,1,12,02138,programmer,Under 18
4478,M,1,12,02138,programmer,Under 18
4478,M,1,12,02138,programmer,Under 18
4478,M,1,12,02138,programmer,Under 18
4478,M,1,12,02138,programmer,Under 18
775,M,1,17,56258,technician/engineer,Under 18
775,M,1,17,56258,technician/engineer,Under 18
775,M,1,17,56258,technician/engineer,Under 18
3190,M,1,17,97062,technician/engineer,Under 18
3190,M,1,17,97062,technician/engineer,Under 18
3190,M,1,17,97062,technician/engineer,Under 18
775,M,1,17,56258,technician/engineer,Under 18
775,M,1,17,56258,technician/engineer,Under 18
775,M,1,17,56258,technician/engineer,Under 18
3190,M,1,17,97062,technician/engineer,Under 18
3190,M,1,17,97062,technician/engineer,Under 18
3190,M,1,17,97062,technician/engineer,Under 18
775,M,1,17,56258,technician/engineer,Under 18
775,M,1,17,56258,technician/engineer,Under 18
775,M,1,17,56258,technician/engineer,Under 18
3190,M,1,17,97062,technician/engineer,Under 18
3190,M,1,17,97062,technician/engineer,Under 18
3190,M,1,17,97062,technician/engineer,Under 18
719,M,1,0,75070,other or not specified,Under 18
719,M,1,0,75070,other or not specified,Under 18
719,M,1,0,75070,other or not specified,Under 18
1056,M,1,0,48133,other or not specified,Under 18
1056,M,1,0,48133,other or not specified,Under 18
1056,M,1,0,48133,other or not specified,Under 18
1187,F,1,0,90210,other or not specified,Under 18
1187,F,1,0,90210,other or not specified,Under 18
1187,F,1,0,90210,other or not specified,Under 18
1200,M,1,0,97222,other or not specified,Under 18
1200,M,1,0,97222,other or not specified,Under 18
1200,M,1,0,97222,other or not specified,Under 18
1296,M,1,0,75244,other or not specified,Under 18
1296,M,1,0,75244,other or not specified,Under 18
1296,M,1,0,75244,other or not specified,Under 18
1458,M,1,0,08055,other or not specified,Under 18
1458,M,1,0,08055,other or not specified,Under 18
1458,M,1,0,08055,other or not specified,Under 18
1509,M,1,0,11803,other or not specified,Under 18
1509,M,1,0,11803,other or not specified,Under 18
1509,M,1,0,11803,other or not specified,Under 18
1573,M,1,0,77479,other or not specified,Under 18
1573,M,1,0,77479,other or not specified,Under 18
1573,M,1,0,77479,other or not specified,Under 18
1919,M,1,0,94525,other or not specified,Under 18
1919,M,1,0,94525,other or not specified,Under 18
1919,M,1,0,94525,other or not specified,Under 18
1926,F,1,0,95404,other or not specified,Under 18
1926,F,1,0,95404,other or not specified,Under 18
1926,F,1,0,95404,other or not specified,Under 18
2045,F,1,0,24179,other or not specified,Under 18
2045,F,1,0,24179,other or not specified,Under 18
2045,F,1,0,24179,other or not specified,Under 18
2120,M,1,0,02780,other or not specified,Under 18
2120,M,1,0,02780,other or not specified,Under 18
2120,M,1,0,02780,other or not specified,Under 18
2169,M,1,0,95451,other or not specified,Under 18
2169,M,1,0,95451,other or not specified,Under 18
2169,M,1,0,95451,other or not specified,Under 18
3234,F,1,0,90012,other or not specified,Under 18
3234,F,1,0,90012,other or not specified,Under 18
3234,F,1,0,90012,other or not specified,Under 18
3594,M,1,0,02322,other or not specified,Under 18
3594,M,1,0,02322,other or not specified,Under 18
3594,M,1,0,02322,other or not specified,Under 18
3780,M,1,0,46979,other or not specified,Under 18
3780,M,1,0,46979,other or not specified,Under 18
3780,M,1,0,46979,other or not specified,Under 18
4633,M,1,0,48302,other or not specified,Under 18
4633,M,1,0,48302,other or not specified,Under 18
4633,M,1,0,48302,other or not specified,Under 18
4707,M,1,0,92804,other or not specified,Under 18
4707,M,1,0,92804,other or not specified,Under 18
4707,M,1,0,92804,other or not specified,Under 18
5074,M,1,0,20132,other or not specified,Under 18
5074,M,1,0,20132,other or not specified,Under 18
5074,M,1,0,20132,other or not specified,Under 18
5228,M,1,0,75070,other or not specified,Under 18
5228,M,1,0,75070,other or not specified,Under 18
5228,M,1,0,75070,other or not specified,Under 18
5296,F,1,0,27245,other or not specified,Under 18
5296,F,1,0,27245,other or not specified,Under 18
5296,F,1,0,27245,other or not specified,Under 18
5390,M,1,0,78130,other or not specified,Under 18
5390,M,1,0,78130,other or not specified,Under 18
5390,M,1,0,78130,other or not specified,Under 18
5687,F,1,0,55403,other or not specified,Under 18
5687,F,1,0,55403,other or not specified,Under 18
5687,F,1,0,55403,other or not specified,Under 18
5751,F,1,0,14167,other or not specified,Under 18
5751,F,1,0,14167,other or not specified,Under 18
5751,F,1,0,14167,other or not specified,Under 18
5777,M,1,0,05667,other or not specified,Under 18
5777,M,1,0,05667,other or not specified,Under 18
5777,M,1,0,05667,other or not specified,Under 18
5840,F,1,0,44260,other or not specified,Under 18
5840,F,1,0,44260,other or not specified,Under 18
5840,F,1,0,44260,other or not specified,Under 18
6006,F,1,0,01036,other or not specified,Under 18
6006,F,1,0,01036,other or not specified,Under 18
6006,F,1,0,01036,other or not specified,Under 18
719,M,1,0,75070,other or not specified,Under 18
719,M,1,0,75070,other or not specified,Under 18
719,M,1,0,75070,other or not specified,Under 18
1056,M,1,0,48133,other or not specified,Under 18
1056,M,1,0,48133,other or not specified,Under 18
1056,M,1,0,48133,other or not specified,Under 18
1187,F,1,0,90210,other or not specified,Under 18
1187,F,1,0,90210,other or not specified,Under 18
1187,F,1,0,90210,other or not specified,Under 18
1200,M,1,0,97222,other or not specified,Under 18
1200,M,1,0,97222,other or not specified,Under 18
1200,M,1,0,97222,other or not specified,Under 18
1296,M,1,0,75244,other or not specified,Under 18
1296,M,1,0,75244,other or not specified,Under 18
1296,M,1,0,75244,other or not specified,Under 18
1458,M,1,0,08055,other or not specified,Under 18
1458,M,1,0,08055,other or not specified,Under 18
1458,M,1,0,08055,other or not specified,Under 18
1509,M,1,0,11803,other or not specified,Under 18
1509,M,1,0,11803,other or not specified,Under 18
1509,M,1,0,11803,other or not specified,Under 18
1573,M,1,0,77479,other or not specified,Under 18
1573,M,1,0,77479,other or not specified,Under 18
1573,M,1,0,77479,other or not specified,Under 18
1919,M,1,0,94525,other or not specified,Under 18
1919,M,1,0,94525,other or not specified,Under 18
1919,M,1,0,94525,other or not specified,Under 18
1926,F,1,0,95404,other or not specified,Under 18
1926,F,1,0,95404,other or not specified,Under 18
1926,F,1,0,95404,other or not specified,Under 18
2045,F,1,0,24179,other or not specified,Under 18
2045,F,1,0,24179,other or not specified,Under 18
2045,F,1,0,24179,other or not specified,Under 18
2120,M,1,0,02780,other or not specified,Under 18
2120,M,1,0,02780,other or not specified,Under 18
2120,M,1,0,02780,other or not specified,Under 18
2169,M,1,0,95451,other or not specified,Under 18
2169,M,1,0,95451,other or not specified,Under 18
2169,M,1,0,95451,other or not specified,Under 18
3234,F,1,0,90012,other or not specified,Under 18
3234,F,1,0,90012,other or not specified,Under 18
3234,F,1,0,90012,other or not specified,Under 18
3594,M,1,0,02322,other or not specified,Under 18
3594,M,1,0,02322,other or not specified,Under 18
3594,M,1,0,02322,other or not specified,Under 18
3780,M,1,0,46979,other or not specified,Under 18
3780,M,1,0,46979,other or not specified,Under 18
3780,M,1,0,46979,other or not specified,Under 18
4633,M,1,0,48302,other or not specified,Under 18
4633,M,1,0,48302,other or not specified,Under 18
4633,M,1,0,48302,other or not specified,Under 18
4707,M,1,0,92804,other or not specified,Under 18
4707,M,1,0,92804,other or not specified,Under 18
4707,M,1,0,92804,other or not specified,Under 18
5074,M,1,0,20132,other or not specified,Under 18
5074,M,1,0,20132,other or not specified,Under 18
5074,M,1,0,20132,other or not specified,Under 18
5228,M,1,0,75070,other or not specified,Under 18
5228,M,1,0,75070,other or not specified,Under 18
5228,M,1,0,75070,other or not specified,Under 18
5296,F,1,0,27245,other or not specified,Under 18
5296,F,1,0,27245,other or not specified,Under 18
5296,F,1,0,27245,other or not specified,Under 18
5390,M,1,0,78130,other or not specified,Under 18
5390,M,1,0,78130,other or not specified,Under 18
5390,M,1,0,78130,other or not specified,Under 18
5687,F,1,0,55403,other or not specified,Under 18
5687,F,1,0,55403,other or not specified,Under 18
5687,F,1,0,55403,other or not specified,Under 18
5751,F,1,0,14167,other or not specified,Under 18
5751,F,1,0,14167,other or not specified,Under 18
5751,F,1,0,14167,other or not specified,Under 18
5777,M,1,0,05667,other or not specified,Under 18
5777,M,1,0,05667,other or not specified,Under 18
5777,M,1,0,05667,other or not specified,Under 18
5840,F,1,0,44260,other or not specified,Under 18
5840,F,1,0,44260,other or not specified,Under 18
5840,F,1,0,44260,other or not specified,Under 18
6006,F,1,0,01036,other or not specified,Under 18
6006,F,1,0,01036,other or not specified,Under 18
6006,F,1,0,01036,other or not specified,Under 18
719,M,1,0,75070,other or not specified,Under 18
719,M,1,0,75070,other or not specified,Under 18
719,M,1,0,75070,other or not specified,Under 18
1056,M,1,0,48133,other or not specified,Under 18
1056,M,1,0,48133,other or not specified,Under 18
1056,M,1,0,48133,other or not specified,Under 18
1187,F,1,0,90210,other or not specified,Under 18
1187,F,1,0,90210,other or not specified,Under 18
1187,F,1,0,90210,other or not specified,Under 18
1200,M,1,0,97222,other or not specified,Under 18
1200,M,1,0,97222,other or not specified,Under 18
1200,M,1,0,97222,other or not specified,Under 18
1296,M,1,0,75244,other or not specified,Under 18
1296,M,1,0,75244,other or not specified,Under 18
1296,M,1,0,75244,other or not specified,Under 18
1458,M,1,0,08055,other or not specified,Under 18
1458,M,1,0,08055,other or not specified,Under 18
1458,M,1,0,08055,other or not specified,Under 18
1509,M,1,0,11803,other or not specified,Under 18
1509,M,1,0,11803,other or not specified,Under 18
1509,M,1,0,11803,other or not specified,Under 18
1573,M,1,0,77479,other or not specified,Under 18
1573,M,1,0,77479,other or not specified,Under 18
1573,M,1,0,77479,other or not specified,Under 18
1919,M,1,0,94525,other or not specified,Under 18
1919,M,1,0,94525,other or not specified,Under 18
1919,M,1,0,94525,other or not specified,Under 18
1926,F,1,0,95404,other or not specified,Under 18
1926,F,1,0,95404,other or not specified,Under 18
1926,F,1,0,95404,other or not specified,Under 18
2045,F,1,0,24179,other or not specified,Under 18
2045,F,1,0,24179,other or not specified,Under 18
2045,F,1,0,24179,other or not specified,Under 18
2120,M,1,0,02780,other or not specified,Under 18
2120,M,1,0,02780,other or not specified,Under 18
2120,M,1,0,02780,other or not specified,Under 18
2169,M,1,0,95451,other or not specified,Under 18
2169,M,1,0,95451,other or not specified,Under 18
2169,M,1,0,95451,other or not specified,Under 18
3234,F,1,0,90012,other or not specified,Under 18
3234,F,1,0,90012,other or not specified,Under 18
3234,F,1,0,90012,other or not specified,Under 18
3594,M,1,0,02322,other or not specified,Under 18
3594,M,1,0,02322,other or not specified,Under 18
3594,M,1,0,02322,other or not specified,Under 18
3780,M,1,0,46979,other or not specified,Under 18
3780,M,1,0,46979,other or not specified,Under 18
3780,M,1,0,46979,other or not specified,Under 18
4633,M,1,0,48302,other or not specified,Under 18
4633,M,1,0,48302,other or not specified,Under 18
4633,M,1,0,48302,other or not specified,Under 18
4707,M,1,0,92804,other or not specified,Under 18
4707,M,1,0,92804,other or not specified,Under 18
4707,M,1,0,92804,other or not specified,Under 18
5074,M,1,0,20132,other or not specified,Under 18
5074,M,1,0,20132,other or not specified,Under 18
5074,M,1,0,20132,other or not specified,Under 18
5228,M,1,0,75070,other or not specified,Under 18
5228,M,1,0,75070,other or not specified,Under 18
5228,M,1,0,75070,other or not specified,Under 18
5296,F,1,0,27245,other or not specified,Under 18
5296,F,1,0,27245,other or not specified,Under 18
5296,F,1,0,27245,other or not specified,Under 18
5390,M,1,0,78130,other or not specified,Under 18
5390,M,1,0,78130,other or not specified,Under 18
5390,M,1,0,78130,other or not specified,Under 18
5687,F,1,0,55403,other or not specified,Under 18
5687,F,1,0,55403,other or not specified,Under 18
5687,F,1,0,55403,other or not specified,Under 18
5751,F,1,0,14167,other or not specified,Under 18
5751,F,1,0,14167,other or not specified,Under 18
5751,F,1,0,14167,other or not specified,Under 18
5777,M,1,0,05667,other or not specified,Under 18
5777,M,1,0,05667,other or not specified,Under 18
5777,M,1,0,05667,other or not specified,Under 18
5840,F,1,0,44260,other or not specified,Under 18
5840,F,1,0,44260,other or not specified,Under 18
5840,F,1,0,44260,other or not specified,Under 18
6006,F,1,0,01036,other or not specified,Under 18
6006,F,1,0,01036,other or not specified,Under 18
6006,F,1,0,01036,other or not specified,Under 18
1468,M,1,14,19147,sales/marketing,Under 18
1468,M,1,14,19147,sales/marketing,Under 18
1468,M,1,14,19147,sales/marketing,Under 18
4431,M,1,14,80401,sales/marketing,Under 18
4431,M,1,14,80401,sales/marketing,Under 18
4431,M,1,14,80401,sales/marketing,Under 18
1468,M,1,14,19147,sales/marketing,Under 18
1468,M,1,14,19147,sales/marketing,Under 18
1468,M,1,14,19147,sales/marketing,Under 18
4431,M,1,14,80401,sales/marketing,Under 18
4431,M,1,14,80401,sales/marketing,Under 18
4431,M,1,14,80401,sales/marketing,Under 18
1468,M,1,14,19147,sales/marketing,Under 18
1468,M,1,14,19147,sales/marketing,Under 18
1468,M,1,14,19147,sales/marketing,Under 18
4431,M,1,14,80401,sales/marketing,Under 18
4431,M,1,14,80401,sales/marketing,Under 18
4431,M,1,14,80401,sales/marketing,Under 18
3046,M,1,4,46311,college/grad student,Under 18
3046,M,1,4,46311,college/grad student,Under 18
3046,M,1,4,46311,college/grad student,Under 18
3460,M,1,4,10012,college/grad student,Under 18
3460,M,1,4,10012,college/grad student,Under 18
3460,M,1,4,10012,college/grad student,Under 18
4087,M,1,4,63376,college/grad student,Under 18
4087,M,1,4,63376,college/grad student,Under 18
4087,M,1,4,63376,college/grad student,Under 18
3046,M,1,4,46311,college/grad student,Under 18
3046,M,1,4,46311,college/grad student,Under 18
3046,M,1,4,46311,college/grad student,Under 18
3460,M,1,4,10012,college/grad student,Under 18
3460,M,1,4,10012,college/grad student,Under 18
3460,M,1,4,10012,college/grad student,Under 18
4087,M,1,4,63376,college/grad student,Under 18
4087,M,1,4,63376,college/grad student,Under 18
4087,M,1,4,63376,college/grad student,Under 18
3046,M,1,4,46311,college/grad student,Under 18
3046,M,1,4,46311,college/grad student,Under 18
3046,M,1,4,46311,college/grad student,Under 18
3460,M,1,4,10012,college/grad student,Under 18
3460,M,1,4,10012,college/grad student,Under 18
3460,M,1,4,10012,college/grad student,Under 18
4087,M,1,4,63376,college/grad student,Under 18
4087,M,1,4,63376,college/grad student,Under 18
4087,M,1,4,63376,college/grad student,Under 18
4787,M,1,11,94610,lawyer,Under 18
4787,M,1,11,94610,lawyer,Under 18
4787,M,1,11,94610,lawyer,Under 18
4787,M,1,11,94610,lawyer,Under 18
4787,M,1,11,94610,lawyer,Under 18
4787,M,1,11,94610,lawyer,Under 18
4787,M,1,11,94610,lawyer,Under 18
4787,M,1,11,94610,lawyer,Under 18
4787,M,1,11,94610,lawyer,Under 18
1818,M,1,8,02254,farmer,Under 18
1818,M,1,8,02254,farmer,Under 18
1818,M,1,8,02254,farmer,Under 18
1818,M,1,8,02254,farmer,Under 18
1818,M,1,8,02254,farmer,Under 18
1818,M,1,8,02254,farmer,Under 18
1818,M,1,8,02254,farmer,Under 18
1818,M,1,8,02254,farmer,Under 18
1818,M,1,8,02254,farmer,Under 18
737,M,1,19,53711,unemployed,Under 18
737,M,1,19,53711,unemployed,Under 18
737,M,1,19,53711,unemployed,Under 18
829,M,1,19,53711,unemployed,Under 18
829,M,1,19,53711,unemployed,Under 18
829,M,1,19,53711,unemployed,Under 18
997,M,1,19,15748,unemployed,Under 18
997,M,1,19,15748,unemployed,Under 18
997,M,1,19,15748,unemployed,Under 18
1084,M,1,19,03226,unemployed,Under 18
1084,M,1,19,03226,unemployed,Under 18
1084,M,1,19,03226,unemployed,Under 18
1955,M,1,19,03109,unemployed,Under 18
1955,M,1,19,03109,unemployed,Under 18
1955,M,1,19,03109,unemployed,Under 18
2024,M,1,19,06614,unemployed,Under 18
2024,M,1,19,06614,unemployed,Under 18
2024,M,1,19,06614,unemployed,Under 18
2082,M,1,19,48323,unemployed,Under 18
2082,M,1,19,48323,unemployed,Under 18
2082,M,1,19,48323,unemployed,Under 18
2176,M,1,19,73505,unemployed,Under 18
2176,M,1,19,73505,unemployed,Under 18
2176,M,1,19,73505,unemployed,Under 18
2910,M,1,19,75602,unemployed,Under 18
2910,M,1,19,75602,unemployed,Under 18
2910,M,1,19,75602,unemployed,Under 18
3316,M,1,19,92557,unemployed,Under 18
3316,M,1,19,92557,unemployed,Under 18
3316,M,1,19,92557,unemployed,Under 18
5411,F,1,19,14850,unemployed,Under 18
5411,F,1,19,14850,unemployed,Under 18
5411,F,1,19,14850,unemployed,Under 18
5420,F,1,19,14850,unemployed,Under 18
5420,F,1,19,14850,unemployed,Under 18
5420,F,1,19,14850,unemployed,Under 18
737,M,1,19,53711,unemployed,Under 18
737,M,1,19,53711,unemployed,Under 18
737,M,1,19,53711,unemployed,Under 18
829,M,1,19,53711,unemployed,Under 18
829,M,1,19,53711,unemployed,Under 18
829,M,1,19,53711,unemployed,Under 18
997,M,1,19,15748,unemployed,Under 18
997,M,1,19,15748,unemployed,Under 18
997,M,1,19,15748,unemployed,Under 18
1084,M,1,19,03226,unemployed,Under 18
1084,M,1,19,03226,unemployed,Under 18
1084,M,1,19,03226,unemployed,Under 18
1955,M,1,19,03109,unemployed,Under 18
1955,M,1,19,03109,unemployed,Under 18
1955,M,1,19,03109,unemployed,Under 18
2024,M,1,19,06614,unemployed,Under 18
2024,M,1,19,06614,unemployed,Under 18
2024,M,1,19,06614,unemployed,Under 18
2082,M,1,19,48323,unemployed,Under 18
2082,M,1,19,48323,unemployed,Under 18
2082,M,1,19,48323,unemployed,Under 18
2176,M,1,19,73505,unemployed,Under 18
2176,M,1,19,73505,unemployed,Under 18
2176,M,1,19,73505,unemployed,Under 18
2910,M,1,19,75602,unemployed,Under 18
2910,M,1,19,75602,unemployed,Under 18
2910,M,1,19,75602,unemployed,Under 18
3316,M,1,19,92557,unemployed,Under 18
3316,M,1,19,92557,unemployed,Under 18
3316,M,1,19,92557,unemployed,Under 18
5411,F,1,19,14850,unemployed,Under 18
5411,F,1,19,14850,unemployed,Under 18
5411,F,1,19,14850,unemployed,Under 18
5420,F,1,19,14850,unemployed,Under 18
5420,F,1,19,14850,unemployed,Under 18
5420,F,1,19,14850,unemployed,Under 18
737,M,1,19,53711,unemployed,Under 18
737,M,1,19,53711,unemployed,Under 18
737,M,1,19,53711,unemployed,Under 18
829,M,1,19,53711,unemployed,Under 18
829,M,1,19,53711,unemployed,Under 18
829,M,1,19,53711,unemployed,Under 18
997,M,1,19,15748,unemployed,Under 18
997,M,1,19,15748,unemployed,Under 18
997,M,1,19,15748,unemployed,Under 18
1084,M,1,19,03226,unemployed,Under 18
1084,M,1,19,03226,unemployed,Under 18
1084,M,1,19,03226,unemployed,Under 18
1955,M,1,19,03109,unemployed,Under 18
1955,M,1,19,03109,unemployed,Under 18
1955,M,1,19,03109,unemployed,Under 18
2024,M,1,19,06614,unemployed,Under 18
2024,M,1,19,06614,unemployed,Under 18
2024,M,1,19,06614,unemployed,Under 18
2082,M,1,19,48323,unemployed,Under 18
2082,M,1,19,48323,unemployed,Under 18
2082,M,1,19,48323,unemployed,Under 18
2176,M,1,19,73505,unemployed,Under 18
2176,M,1,19,73505,unemployed,Under 18
2176,M,1,19,73505,unemployed,Under 18
2910,M,1,19,75602,unemployed,Under 18
2910,M,1,19,75602,unemployed,Under 18
2910,M,1,19,75602,unemployed,Under 18
3316,M,1,19,92557,unemployed,Under 18
3316,M,1,19,92557,unemployed,Under 18
3316,M,1,19,92557,unemployed,Under 18
5411,F,1,19,14850,unemployed,Under 18
5411,F,1,19,14850,unemployed,Under 18
5411,F,1,19,14850,unemployed,Under 18
5420,F,1,19,14850,unemployed,Under 18
5420,F,1,19,14850,unemployed,Under 18
5420,F,1,19,14850,unemployed,Under 18
743,F,1,2,60660,artist,Under 18
743,F,1,2,60660,artist,Under 18
743,F,1,2,60660,artist,Under 18
4256,F,1,2,78945,artist,Under 18
4256,F,1,2,78945,artist,Under 18
4256,F,1,2,78945,artist,Under 18
4807,M,1,2,04101,artist,Under 18
4807,M,1,2,04101,artist,Under 18
4807,M,1,2,04101,artist,Under 18
743,F,1,2,60660,artist,Under 18
743,F,1,2,60660,artist,Under 18
743,F,1,2,60660,artist,Under 18
4256,F,1,2,78945,artist,Under 18
4256,F,1,2,78945,artist,Under 18
4256,F,1,2,78945,artist,Under 18
4807,M,1,2,04101,artist,Under 18
4807,M,1,2,04101,artist,Under 18
4807,M,1,2,04101,artist,Under 18
743,F,1,2,60660,artist,Under 18
743,F,1,2,60660,artist,Under 18
743,F,1,2,60660,artist,Under 18
4256,F,1,2,78945,artist,Under 18
4256,F,1,2,78945,artist,Under 18
4256,F,1,2,78945,artist,Under 18
4807,M,1,2,04101,artist,Under 18
4807,M,1,2,04101,artist,Under 18
4807,M,1,2,04101,artist,Under 18
4413,M,1,13,37130,retired,Under 18
4413,M,1,13,37130,retired,Under 18
4413,M,1,13,37130,retired,Under 18
4413,M,1,13,37130,retired,Under 18
4413,M,1,13,37130,retired,Under 18
4413,M,1,13,37130,retired,Under 18
4413,M,1,13,37130,retired,Under 18
4413,M,1,13,37130,retired,Under 18
4413,M,1,13,37130,retired,Under 18
229,M,18,10,04576,K-12 student,18-24
229,M,18,10,04576,K-12 student,18-24
229,M,18,10,04576,K-12 student,18-24
363,M,18,10,55419,K-12 student,18-24
363,M,18,10,55419,K-12 student,18-24
363,M,18,10,55419,K-12 student,18-24
430,F,18,10,55306,K-12 student,18-24
430,F,18,10,55306,K-12 student,18-24
430,F,18,10,55306,K-12 student,18-24
431,M,18,10,55303,K-12 student,18-24
431,M,18,10,55303,K-12 student,18-24
431,M,18,10,55303,K-12 student,18-24
495,M,18,10,55421,K-12 student,18-24
495,M,18,10,55421,K-12 student,18-24
495,M,18,10,55421,K-12 student,18-24
763,M,18,10,02882,K-12 student,18-24
763,M,18,10,02882,K-12 student,18-24
763,M,18,10,02882,K-12 student,18-24
961,M,18,10,10016,K-12 student,18-24
961,M,18,10,10016,K-12 student,18-24
961,M,18,10,10016,K-12 student,18-24
1060,M,18,10,11235,K-12 student,18-24
1060,M,18,10,11235,K-12 student,18-24
1060,M,18,10,11235,K-12 student,18-24
1109,M,18,10,45904,K-12 student,18-24
1109,M,18,10,45904,K-12 student,18-24
1109,M,18,10,45904,K-12 student,18-24
1153,M,18,10,33024,K-12 student,18-24
1153,M,18,10,33024,K-12 student,18-24
1153,M,18,10,33024,K-12 student,18-24
1311,M,18,10,90274,K-12 student,18-24
1311,M,18,10,90274,K-12 student,18-24
1311,M,18,10,90274,K-12 student,18-24
1384,M,18,10,98058,K-12 student,18-24
1384,M,18,10,98058,K-12 student,18-24
1384,M,18,10,98058,K-12 student,18-24
1527,M,18,10,78230,K-12 student,18-24
1527,M,18,10,78230,K-12 student,18-24
1527,M,18,10,78230,K-12 student,18-24
1702,M,18,10,97303,K-12 student,18-24
1702,M,18,10,97303,K-12 student,18-24
1702,M,18,10,97303,K-12 student,18-24
1917,M,18,10,92704,K-12 student,18-24
1917,M,18,10,92704,K-12 student,18-24
1917,M,18,10,92704,K-12 student,18-24
1984,M,18,10,92130,K-12 student,18-24
1984,M,18,10,92130,K-12 student,18-24
1984,M,18,10,92130,K-12 student,18-24
2134,M,18,10,02780,K-12 student,18-24
2134,M,18,10,02780,K-12 student,18-24
2134,M,18,10,02780,K-12 student,18-24
2145,M,18,10,32750,K-12 student,18-24
2145,M,18,10,32750,K-12 student,18-24
2145,M,18,10,32750,K-12 student,18-24
2239,M,18,10,60148,K-12 student,18-24
2239,M,18,10,60148,K-12 student,18-24
2239,M,18,10,60148,K-12 student,18-24
2299,F,18,10,13090,K-12 student,18-24
2299,F,18,10,13090,K-12 student,18-24
2299,F,18,10,13090,K-12 student,18-24
2327,M,18,10,48169,K-12 student,18-24
2327,M,18,10,48169,K-12 student,18-24
2327,M,18,10,48169,K-12 student,18-24
2559,M,18,10,53207,K-12 student,18-24
2559,M,18,10,53207,K-12 student,18-24
2559,M,18,10,53207,K-12 student,18-24
3625,M,18,10,48439,K-12 student,18-24
3625,M,18,10,48439,K-12 student,18-24
3625,M,18,10,48439,K-12 student,18-24
4697,M,18,10,79605,K-12 student,18-24
4697,M,18,10,79605,K-12 student,18-24
4697,M,18,10,79605,K-12 student,18-24
5094,M,18,10,67206,K-12 student,18-24
5094,M,18,10,67206,K-12 student,18-24
5094,M,18,10,67206,K-12 student,18-24
5227,M,18,10,64050,K-12 student,18-24
5227,M,18,10,64050,K-12 student,18-24
5227,M,18,10,64050,K-12 student,18-24
5729,M,18,10,99016,K-12 student,18-24
5729,M,18,10,99016,K-12 student,18-24
5729,M,18,10,99016,K-12 student,18-24
5784,M,18,10,56137,K-12 student,18-24
5784,M,18,10,56137,K-12 student,18-24
5784,M,18,10,56137,K-12 student,18-24
5944,F,18,10,27606,K-12 student,18-24
5944,F,18,10,27606,K-12 student,18-24
5944,F,18,10,27606,K-12 student,18-24
229,M,18,10,04576,K-12 student,18-24
229,M,18,10,04576,K-12 student,18-24
229,M,18,10,04576,K-12 student,18-24
363,M,18,10,55419,K-12 student,18-24
363,M,18,10,55419,K-12 student,18-24
363,M,18,10,55419,K-12 student,18-24
430,F,18,10,55306,K-12 student,18-24
430,F,18,10,55306,K-12 student,18-24
430,F,18,10,55306,K-12 student,18-24
431,M,18,10,55303,K-12 student,18-24
431,M,18,10,55303,K-12 student,18-24
431,M,18,10,55303,K-12 student,18-24
495,M,18,10,55421,K-12 student,18-24
495,M,18,10,55421,K-12 student,18-24
495,M,18,10,55421,K-12 student,18-24
763,M,18,10,02882,K-12 student,18-24
763,M,18,10,02882,K-12 student,18-24
763,M,18,10,02882,K-12 student,18-24
961,M,18,10,10016,K-12 student,18-24
961,M,18,10,10016,K-12 student,18-24
961,M,18,10,10016,K-12 student,18-24
1060,M,18,10,11235,K-12 student,18-24
1060,M,18,10,11235,K-12 student,18-24
1060,M,18,10,11235,K-12 student,18-24
1109,M,18,10,45904,K-12 student,18-24
1109,M,18,10,45904,K-12 student,18-24
1109,M,18,10,45904,K-12 student,18-24
1153,M,18,10,33024,K-12 student,18-24
1153,M,18,10,33024,K-12 student,18-24
